row_id,title,year,captured_citation_count,doi,openalex_id,venue,type,open_access,open_access_url,authors,institutions,source_query_count,source_queries,audit_classification,directness,duplicate_group,review_status
187,Forecasting football match results - A study on modeling principles and efficiency of fixed-odds betting markets in football,2013,4,,https://openalex.org/W2615316778,Aaltodoc (Aalto University),article,True,https://aaltodoc.aalto.fi/handle/123456789/12099,Ville Sillanpää; Olli Heino,,4,negative overround sports betting; overround bookmaker margin sports betting; weak semi strong efficiency sports betting; football betting market efficiency overround,sports_betting_market_support,medium,,automated retained set; manual core review required
188,A statistical theory of optimal decision-making in sports betting,2023,4,10.1371/journal.pone.0287601,https://openalex.org/W4382468061,PLoS ONE,article,True,https://doi.org/10.1371/journal.pone.0287601,Jacek Dmochowski,City College of New York,1,online bookmaker price dispersion odds,sports_betting_market_support,medium,,automated retained set; manual core review required
189,Commercialisation of Sports Data: Rights of Event Owners over Information and Statistics Generated About Their Sports Events,2015,4,,https://openalex.org/W2340389068,Marquette sports law review,article,True,https://scholarship.law.marquette.edu/sportslaw/vol26/iss1/5,Christian Frodl,Marquette University,1,betting exchange commission Betfair sports,tangential_betting_or_gambling,low,,automated retained set; manual core review required
190,Algorithms for Optimal Allocation of Bets on Many Simultaneous Events,2007,4,10.1111/j.1467-9876.2007.00594.x,https://openalex.org/W2066533924,Journal of the Royal Statistical Society Series C (Applied Statistics),article,False,,Chris Whitrow,Imperial College London,1,sports betting stake allocation optimization,sports_betting_market_support,medium,,automated retained set; manual core review required
191,Size matters! How position sizing determines risk and return of technical timing strategies,2012,4,,https://openalex.org/W1584300703,Econstor (Econstor),preprint,True,http://hdl.handle.net/10419/55526,Peter Scholz,,1,sports betting stake allocation optimization,tangential_betting_or_gambling,low,,automated retained set; manual core review required
192,An Investigation of SVM Regression to Predict Longshot Greyhound Races,2014,4,10.58729/1941-6687.1082,https://openalex.org/W1539897210,Communications of the IIMA,article,True,https://scholarworks.lib.csusb.edu/cgi/viewcontent.cgi?article=1082&context=ciima,Robert P. Schumaker; James Weldon Johnson,Indiana State Department of Education; Iona College,1,matched betting bonus arbitrage sports,tangential_betting_or_gambling,low,,automated retained set; manual core review required
193,The Nexus of Sports Fandom and Sports Wagering: A Scoping Review,2025,4,10.9741/2327-8455.1499,https://openalex.org/W4410597652,UNLV Gaming Research & Review Journal,review,True,https://digitalscholarship.unlv.edu/cgi/viewcontent.cgi?article=1499&context=grrj,Brandon Mastromartino; Michael L. Naraine; Henry Wear,Brock University; San Diego State University,1,sports betting hedging risk reduction,sports_betting_market_support,medium,,automated retained set; manual core review required
194,Does The Betting Industry Price Gender? Evidence from Professional Tennis,2021,3,10.1177/15270025211071026,https://openalex.org/W4200321185,Journal of Sports Economics,article,True,https://academica-e.unavarra.es/bitstreams/859de81b-ebde-485b-b6f6-2a6ec8e9e2b8/download,Joxe Maria Barrutiabengoa; Pilar Corredor; Luis Muga,Universidad Publica de Navarra,5,surebet sports betting overround; negative overround sports betting; overround bookmaker margin sports betting; bookmaker pricing model information asymmetry; anchor_overround_surebets,sports_betting_market_support,medium,,automated retained set; manual core review required
195,Pari-Mutuel Betting Markets: Racetracks and Lotteries Revisited,2023,3,10.1146/annurev-financial-053122-021925,https://openalex.org/W4388115504,Annual Review of Financial Economics,article,True,https://www.annualreviews.org/doi/pdf/10.1146/annurev-financial-053122-021925,William T. Ziemba,University of British Columbia,7,arbitrage betting cross bookmaker; bookmaker exchange arbitrage Betfair; betting exchange price efficiency Betfair; betting exchange commission Betfair sports; linear programming sports betting kelly criterion; matched betting bonus arbitrage sports; horse racing betting market efficiency arbitrage,sports_betting_market_support,medium,,automated retained set; manual core review required
196,A MATHEMATICAL ANALYSIS OF THE INCLUSION OF INSTITUTIONAL BETTING FUNDS INTO STOCK MARKET: THE CASE OF TECHNICAL AND FUNDAMENTAL PAYOFF MODELS IN HORSERACE BETTING,2014,3,10.3844/jmssp.2014.390.400,https://openalex.org/W2122886217,Journal of Mathematics and Statistics,article,True,https://thescipub.com/pdf/jmssp.2014.390.400.pdf,Craig George Leslie Hopf; Gurudeo Anand Tularam,Griffith University,4,bookmaker exchange arbitrage Betfair; sports betting transaction costs execution; betting exchange commission Betfair sports; horse racing betting market efficiency arbitrage,sports_betting_market_support,medium,,automated retained set; manual core review required
197,"PROFESSIONAL BETTORS, ODDS-ARBITRAGE COMPETITION, AND BETTING MARKET EQUILIBRIUM",2002,3,10.1142/s021759080200033x,https://openalex.org/W2146809458,The Singapore Economic Review,article,False,,Brian R. Adams; Frank Rusco; W. David Walls,United States Government Accountability Office; University of Calgary,1,betting market arbitrage odds,sports_betting_market_support,medium,,automated retained set; manual core review required
198,Betting markets for English Premier League results and scorelines: evaluating a forecasting model,2020,3,,https://openalex.org/W3012884845,CentAUR (University of Reading),preprint,True,https://centaur.reading.ac.uk/89738/1/reade_singleton_scorelines.pdf,J. James Reade; Carl Singleton; Leighton Vaughan Williams,,3,negative overround sports betting; overround bookmaker margin sports betting; football betting market efficiency overround,sports_betting_market_support,medium,,automated retained set; manual core review required
199,On Developing a Solvency Framework for Bookmakers,2019,3,10.66573/001c.121914,https://openalex.org/W2992121960,Variance,article,True,https://variancejournal.org/article/121914.pdf,Dominic Cortis,University of Malta,1,online bookmaker price dispersion odds,sports_betting_market_support,medium,,automated retained set; manual core review required
200,Legalized Gambling Activities as Subsidized by Taxpayers,1995,3,,https://openalex.org/W280124253,Illinois Digital Environment for Access to Learning and Scholarship (University of Illinois at Urbana-Champaign),article,True,http://hdl.handle.net/2142/16294,John Warren Kindt,,1,stale odds sports betting,tangential_betting_or_gambling,low,,automated retained set; manual core review required
201,Traces of (dis)organised crime in sports gambling: a case study of the 2011 K-League match-fixing scandal,2023,3,10.1007/s12117-023-09518-w,https://openalex.org/W4388814145,Trends in Organized Crime,article,True,https://link.springer.com/content/pdf/10.1007/s12117-023-09518-w.pdf,Minhyeok Tak; Steven J. Jackson; Michael P. Sam,Loughborough University; University of Otago,1,sports betting transaction costs execution,tangential_betting_or_gambling,low,,automated retained set; manual core review required
202,Sports News And Stories In The Service Of Gamblification: The Finnish State-Owned Gambling Monopoly’s Sports-Related Social Media Posts,2023,3,10.4309/sppw6618,https://openalex.org/W4387493946,Journal of Gambling Issues,article,True,https://doi.org/10.4309/sppw6618,Paula Jääskeläinen; Matilda Hellman; Mikaela Lindeman,University of Helsinki,1,sports betting latency execution risk,tangential_betting_or_gambling,low,,automated retained set; manual core review required
203,Federal Interference with State and Tribal Sports Betting Regulations Will Not Work: Where the Sports Wagering Integrity Act of 2018 Went Wrong and How Federal Legislation Might Be Effective,2020,3,10.18060/24253,https://openalex.org/W3081803864,Journal of Legal Aspects of Sport,article,True,http://journals.iupui.edu/index.php/jlas/article/download/24253/23191,Becky Harris,"University of Nevada, Las Vegas",1,sports order book liquidity depth,sports_betting_market_support,medium,,automated retained set; manual core review required
204,"On the Clock, Best Bet to Draft Cyberdefensive Linemen: Federal Regulation of Sports Betting from a Cybersecurity Perspective",2019,3,,https://openalex.org/W2949323937,,article,False,,W. H. Williams,,2,sports betting commission fee structure; baseball betting market efficiency MLB,sports_betting_market_support,medium,,automated retained set; manual core review required
205,Study on risk assessment and management and prevention of conflicts of interest in the prevention and fight against betting-related match fixing in the EU 28 - Final Report,2014,3,,https://openalex.org/W403152523,Stirling Online Research Repository (University of Stirling),article,True,http://hdl.handle.net/1893/21176,Jack Anderson; Antoine Duval; Rompuy Ben Van; der Harst Marco van; David McArdle,,1,sports betting settlement risk void rules,tangential_betting_or_gambling,low,,automated retained set; manual core review required
206,Investigating the efficiency of the Asian handicap football betting market with ratings and Bayesian networks,2021,3,10.3233/jsa-200588,https://openalex.org/W4200610471,Journal of Sports Analytics,article,True,https://content.iospress.com:443/download/journal-of-sports-analytics/jsa200588?id=journal-of-sports-analytics%2Fjsa200588,Anthony C. Constantinou,Queen Mary University of London,1,sports betting settlement risk void rules,sports_betting_market_support,medium,,automated retained set; manual core review required
207,Kelly's Criterion in Portfolio Optimization: A Decoupled Problem,2017,3,10.20944/preprints201707.0090.v1,https://openalex.org/W2740272356,Preprints.org,preprint,True,https://www.preprints.org/manuscript/201707.0090/v1/download,Zachariah Peterson,Adams State University,1,linear programming sports betting kelly criterion,tangential_betting_or_gambling,low,,automated retained set; manual core review required
208,"Associativity, Gambling, and the Rise of Protomodern British Sport, 1660–1800",2020,3,10.1353/sph.2020.0000,https://openalex.org/W3011325074,Journal of Sport History,article,True,https://muse.jhu.edu/pub/34/article/752783,Mike Huggins,,1,middling sports betting line movement hedge,tangential_betting_or_gambling,low,,automated retained set; manual core review required
209,Forecasting football match results: are the many smarter than the few?*,2017,3,10.4337/9781785364556.00011,https://openalex.org/W2288015691,Edward Elgar Publishing eBooks,book-chapter,True,https://www.elgaronline.com/downloadpdf/edcoll/9781785364549/9781785364549.00011.pdf,Jaume García; Leví Pérez; Plácido Rodríguez,Universidad de Oviedo,1,football betting market efficiency overround,sports_betting_market_support,medium,,automated retained set; manual core review required
210,Testing for Home Team and Favorite Biases in the Australian Rules Football Fixed Odds and Point Spread Betting Markets,2011,3,,https://openalex.org/W3122584485,Econstor (Econstor),preprint,True,https://www.econstor.eu/bitstream/10419/96098/1/655970584.pdf,Adi Schnytzer; Guy Weinberg,,1,baseball betting market efficiency MLB,sports_betting_market_support,medium,,automated retained set; manual core review required
211,The Effect of the COVID-19 Pandemic on Sports Betting Tipsters as Professional Bettors: A Qualitative Interview Study,2023,3,10.3390/su15097729,https://openalex.org/W4375949812,Sustainability,article,True,https://www.mdpi.com/2071-1050/15/9/7729/pdf?version=1683614723,Arif Yüce; Sevda Gökçe Yüce; Hakan Katırcı; Volkan AYDOĞDU; Weisheng Chiu,Anadolu University; Bitlis Eren University; Eskisehir Technical University,1,esports betting market efficiency prediction,sports_betting_market_support,medium,,automated retained set; manual core review required
212,Market efficiency and the Greek fixed-odds betting market,2021,3,10.1108/emjb-01-2021-0014,https://openalex.org/W3198445403,EuroMed Journal of Business,article,False,,Alexandros Kalaitzakis; Petros Lois; Spyros Repousis,Panteion University; University of Nicosia,1,bookmaker market structure online betting,sports_betting_market_support,medium,,automated retained set; manual core review required
213,Betting on momentum in contests,2025,2,10.1111/ecin.70008,https://openalex.org/W4412690321,Economic Inquiry,article,True,https://doi.org/10.1111/ecin.70008,Marius Ötting; Christian Deutscher; Carl Singleton; Luca De Angelis,Bielefeld University; University of Bologna; University of Stirling,6,arbitrage betting cross bookmaker; negative overround sports betting; betting exchange price efficiency Betfair; overround bookmaker margin sports betting; palpable error betting bookmaker rules; football betting market efficiency overround,sports_betting_market_support,medium,,automated retained set; manual core review required
214,"On ""Arbitage"" and Market Efficiency: An Examination of NFL Wagering",2005,2,,https://openalex.org/W1942366960,New York economic review,article,True,https://econpapers.repec.org/RePEc:nye:nyervw:v:36:y:2005:i:1:p:13-28,Mark L. Burkey,,1,inter-market arbitrage sports betting,tangential_betting_or_gambling,low,,automated retained set; manual core review required
215,Sports Betting and The Black-Litterman Model: A New Portfolio-Management Perspective,2021,2,10.32731/ijsf/164.112021.02,https://openalex.org/W3213499478,International Journal of Sport Finance,article,True,https://doi.org/10.32731/ijsf/164.112021.02,Isabel Abínzano; María Jesús Campión; Luis Muga; Armajac Raventós-Pujol,,3,overround bookmaker margin sports betting; sports betting stake allocation optimization; sports betting market microstructure,sports_betting_market_support,medium,,automated retained set; manual core review required
216,Weak Form Efficiency in Sports Betting Markets,2023,2,10.33423/ajm.v23i2.6051,https://openalex.org/W4378803412,American Journal of Management,article,True,https://articlegateway.com/index.php/AJM/article/download/6051/5729/10497,Thomas R. Robbins,East Carolina University,3,weak semi strong efficiency sports betting; baseball betting market efficiency MLB; anchor_weak_form,sports_betting_market_support,medium,,automated retained set; manual core review required
217,Chance or Ability? The Efficiency of the Football Betting Market Revisited,,2,,https://openalex.org/W2884164423,RePEc: Research Papers in Economics,article,False,,Johannes Größ; Luca Rebeggiani,,1,weak semi strong efficiency sports betting,sports_betting_market_support,medium,,automated retained set; manual core review required
218,Legal and Corruption Issues in Sports Gambling,2013,2,10.1123/jlas.23.1.8,https://openalex.org/W2110568430,Journal of Legal Aspects of Sport,article,True,https://journals.iupui.edu/index.php/jlas/article/download/22190/21337,Ryan M. Rodenberg; Anastasios Kaburakis,Florida State University; UCLouvain Saint-Louis Brussels,1,sports order book liquidity depth,tangential_betting_or_gambling,low,,automated retained set; manual core review required
219,An agent-based model of a betting exchange via a single-threaded and object-oriented implementation,2021,2,10.2139/ssrn.3874192,https://openalex.org/W3192185575,SSRN Electronic Journal,article,True,https://doi.org/10.2139/ssrn.3874192,Roberto Lau-Soto,University of Bristol,1,betting exchange commission Betfair sports,sports_betting_market_support,medium,,automated retained set; manual core review required
220,Caught in the Intersection Between Public Policy and Practicality: A Survey of the Legal Treatment of Gambling-Related Obligations in the United States,2002,2,,https://openalex.org/W1895273776,Chapman University Digital Commons (Chapman University),article,True,https://digitalcommons.chapman.edu/cgi/viewcontent.cgi?article=1043&context=chapman-law-review,Joseph Kelly,Chapman University,1,palpable error betting bookmaker rules,tangential_betting_or_gambling,low,,automated retained set; manual core review required
221,Political Leanings in Web3 Betting: Decoding the Interplay of Political and Profitable Motives,2025,2,10.1145/3717867.3717884,https://openalex.org/W4410486484,,article,True,https://dl.acm.org/doi/pdf/10.1145/3717867.3717884,Hongzhou Chen; Xiaolin Duan; Abdulmotaleb El Saddik; Wei Cai,"Chinese University of Hong Kong, Shenzhen; University of Ottawa; University of Washington Tacoma",1,decentralized sports betting arbitrage blockchain,prediction_market_other_or_support,low,DUP-06,automated retained set; manual core review required
222,Kelly Criterion Extension: Advanced Gambling Strategy,2024,2,10.3390/math12111725,https://openalex.org/W4399299274,Mathematics,article,True,https://www.mdpi.com/2227-7390/12/11/1725/pdf?version=1717225081,Song-Kyoo Kim,Macao Polytechnic University,1,linear programming sports betting kelly criterion,sports_betting_market_support,medium,,automated retained set; manual core review required
223,Dispute resolution across platforms: Offshore gambling industry and EVE Online,2013,2,,https://openalex.org/W3008266365,QUT ePrints (Queensland University of Technology),article,True,http://www.fdg2013.org/program/workshops/papers/EVE2013/Woodford%20-%20Dispute%20Resolution%20Across%20Platforms.pdf,Darryl Woodford,Queensland University of Technology,1,matched betting bonus arbitrage sports,tangential_betting_or_gambling,low,,automated retained set; manual core review required
224,Market Efficiency and the Women's NBA,2003,2,,https://openalex.org/W623632354,DigitalCommons - Kennesaw State University (Kennesaw State University),article,False,,Ladd Kochman; Randy Goodwin,,1,basketball betting market efficiency NBA,sports_betting_market_support,medium,,automated retained set; manual core review required
225,Behavioral Biases and Sportsbook Pricing in Major League Baseball,2012,2,10.1093/oxfordhb/9780195387780.013.0017,https://openalex.org/W1640201639,Oxford University Press eBooks,book-chapter,False,,Rodney J. Paul; Andrew P. Weinbach,Coastal Carolina University; St. Bonaventure University,1,baseball betting market efficiency MLB,sports_betting_market_support,medium,,automated retained set; manual core review required
226,Artificial Intelligence &amp; Sports,2023,2,10.58830/ozgur.pub315.c1477,https://openalex.org/W4388268194,Özgür Yayınları eBooks,book-chapter,True,http://dx.doi.org/10.58830/ozgur.pub315.c1477,Murat Meriçelli; Mürsel Ozan İncetaş,Aristotle University of Thessaloniki; Dokuz Eylül University,1,esports betting market efficiency prediction,tangential_betting_or_gambling,low,,automated retained set; manual core review required
227,Profiting from overreaction in soccer betting odds,2020,1,10.1515/jqas-2019-0009,https://openalex.org/W3030416346,Journal of Quantitative Analysis in Sports,article,True,https://researchonline.lse.ac.uk/id/eprint/115490/1/10.1515_jqas_2019_0009.pdf,Edward Wheatcroft,London School of Economics and Political Science,4,surebet sports betting overround; negative overround sports betting; arbitrage opportunity duration sports betting; anchor_overround_surebets,sports_betting_market_support,medium,,automated retained set; manual core review required
228,Suspense and Surprise: The Role of Bookmakers’ Spreads,2024,1,10.1177/15270025241289406,https://openalex.org/W4403458067,Journal of Sports Economics,article,True,https://academica-e.unavarra.es/bitstreams/fd7642eb-e3ba-4fd0-85d8-c1ad4e30f0c0/download,Isabel Abínzano; Harold Bonilla; Luis Muga,Universidad Publica de Navarra,3,surebet sports betting overround; overround bookmaker margin sports betting; anchor_overround_surebets,sports_betting_market_support,medium,,automated retained set; manual core review required
229,"Betting Markets: Defining odds restrictions, exploring market inefficiencies and measuring bookmaker solvency",2016,1,,https://openalex.org/W2477324153,Leicester Research Archive (University of Leicester),dissertation,True,http://hdl.handle.net/2381/37783,Dominic Cortis,,6,arbitrage betting cross bookmaker; bookmaker arbitrage odds dispersion; bookmaker exchange arbitrage Betfair; online bookmaker price dispersion odds; line movement sports betting arbitrage; betting limits stake restrictions bookmaker,direct_surebet_or_arbitrage,high,,candidate for manual core review
230,Modeling Consensus and (Dis)agreement in Rating Processes,2011,1,10.57938/1e1993d3-d82f-4d38-a318-9fea59aa4b6a,https://openalex.org/W42221173,ePubWU Institutional Repository (Vienna University of Economics and Business),dissertation,True,http://epub.wu.ac.at/2925/1/diss_leitner.pdf,Christoph Leitner,Vienna University of Economics and Business,3,bookmaker arbitrage odds dispersion; online bookmaker price dispersion odds; bookmaker pricing model information asymmetry,sports_betting_market_support,medium,,automated retained set; manual core review required
231,Extending Kelly Staking Strategies to Peer-to-Peer Betting Exchanges,2013,1,10.25560/23919,https://openalex.org/W1442278728,,dissertation,True,https://doi.org/10.25560/23919,Edmund Noon,Imperial College London,6,bookmaker arbitrage odds dispersion; bookmaker exchange arbitrage Betfair; online bookmaker price dispersion odds; betting limits stake restrictions bookmaker; betting exchange commission Betfair sports; linear programming sports betting kelly criterion,sports_betting_market_support,medium,,automated retained set; manual core review required
232,Numeraire Dependence in Risk-Neutral Probabilities of Event Outcomes,2019,1,10.3905/jod.2019.26.4.128,https://openalex.org/W2895312968,The Journal of Derivatives,article,True,https://curis.ku.dk/ws/files/227514701/OAversionPoulsen.pdf,Michael Hanke; Rolf Poulsen; Alex Weissensteiner,University of Copenhagen; University of Liechtenstein,1,bookmaker exchange arbitrage Betfair,sports_betting_market_support,medium,,automated retained set; manual core review required
233,Specification and Performance Optimisation of Real-time Trading Strategies for Betting Exchange Platforms,2014,1,10.25560/24783,https://openalex.org/W1445380870,,dissertation,True,https://doi.org/10.25560/24783,Polyvios Tsirimpas,Imperial College London,6,bookmaker exchange arbitrage Betfair; line movement sports betting arbitrage; sports betting transaction costs execution; sports betting latency execution risk; partial fill betting exchange liquidity; betting exchange commission Betfair sports,sports_betting_market_support,medium,,automated retained set; manual core review required
234,On Estimates of Insider Trading in Sports Betting,2024,1,10.1111/manc.12505,https://openalex.org/W4405324870,Manchester School,article,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/manc.12505,Karl Whelan,University College Dublin,2,negative overround sports betting; overround bookmaker margin sports betting,sports_betting_market_support,medium,,automated retained set; manual core review required
235,How Does Inside Information Affect Sports Betting Odds?,2025,1,10.1111/sjpe.70017,https://openalex.org/W4411217027,Scottish Journal of Political Economy,article,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/sjpe.70017,Karl Whelan,University College Dublin,3,negative overround sports betting; online bookmaker price dispersion odds; overround bookmaker margin sports betting,sports_betting_market_support,medium,,automated retained set; manual core review required
236,Essays on the Economics of Betting Markets,2012,1,10.25501/soas.00013594,https://openalex.org/W1875881933,SOAS Research Online (SOAS University of London),dissertation,True,https://eprints.soas.ac.uk/13594/1/Brown_3338.pdf,Alasdair Brown,,6,negative overround sports betting; sports betting transaction costs execution; arbitrage opportunity duration sports betting; matched betting bonus arbitrage sports; football betting market efficiency overround; sports betting market microstructure,sports_betting_market_support,medium,,automated retained set; manual core review required
237,Pricing in response to new information: The case of betting markets,2024,1,10.1111/ecin.13258,https://openalex.org/W4403638715,Economic Inquiry,article,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/ecin.13258,Kai Fischer; W. Benedikt Schmal,Heinrich Heine University Düsseldorf; Technische Universität Ilmenau,1,online bookmaker price dispersion odds,sports_betting_market_support,medium,,automated retained set; manual core review required
238,Internet Retailing and Pricing Decisions: An Examination in the Italian Gambling Market,2022,1,10.5539/ijbm.v17n4p110,https://openalex.org/W4221033589,International Journal of Business and Management,article,True,https://ccsenet.org/journal/index.php/ijbm/article/download/0/0/47002/50275,Paolo Calvosa,University of Naples Federico II,1,online bookmaker price dispersion odds,sports_betting_market_support,medium,,automated retained set; manual core review required
239,Gone in 60 seconds: the absorption of news in a high-frequency betting market,2008,1,,https://openalex.org/W1030343271,,article,False,,Babatunde Buraimo; David Peel; Robert Simmons,Lancaster University,1,betting exchange price efficiency Betfair,sports_betting_market_support,medium,,automated retained set; manual core review required
240,"A Systematic Review of Machine Learning in Sports Betting: Techniques, Challenges, and Future Directions",2024,1,10.48550/arxiv.2410.21484,https://openalex.org/W4404340766,arXiv (Cornell University),review,True,https://arxiv.org/pdf/2410.21484,René Manassé Galekwa; Jean Marie Tshimula; Etienne Gael Tajeuna; Kyandoghere Kyamakya,,6,line movement sports betting arbitrage; arbitrage opportunity duration sports betting; sports betting stake allocation optimization; linear programming sports betting kelly criterion; value betting vs arbitrage sports positive EV; esports betting market efficiency prediction,sports_betting_market_support,medium,,automated retained set; manual core review required
241,William Day's reminiscences of the turf : with anecdotes and recollections of its principal celebrities during the present reign,1886,1,10.5962/bhl.title.32515,https://openalex.org/W2491829885,R Bentley eBooks,book,True,https://www.biodiversitylibrary.org/itempdf/76822,William Day,,1,stale odds sports betting,tangential_betting_or_gambling,low,,automated retained set; manual core review required
242,"Trading ""in-play"" betting Exchange Markets with Artificial Neural Networks",2008,1,,https://openalex.org/W270732267,BIBSYS Brage (BIBSYS (Norway)),dissertation,True,http://hdl.handle.net/11250/252063,Øyvind Norstein Øvregård,,2,partial fill betting exchange liquidity; betting exchange commission Betfair sports,sports_betting_market_support,medium,,automated retained set; manual core review required
243,Regulated Sports Betting: A Nevada Perspective,2020,1,,https://openalex.org/W3029585779,Digital Scholarship - UNLV (University of Nevada Reno),article,True,https://digitalscholarship.unlv.edu/igi_fac_articles/6,Becky Harris,,1,sports betting commission fee structure,sports_betting_market_support,medium,,automated retained set; manual core review required
244,ADOLESCENTS' ENGAGEMENT IN SPORTS BETTING IN MALAWI,2021,1,,https://openalex.org/W3204762758,Gothenburg University Publications Electronic Archive (Gothenburg University),article,True,http://hdl.handle.net/2077/69370,Cliff Chinyama,,1,sports betting commission fee structure,sports_betting_market_support,medium,,automated retained set; manual core review required
245,XGBoost Learning of Dynamic Wager Placement for In-Play Betting on an Agent-Based Model of a Sports Betting Exchange,2024,1,10.5220/0012487500003636,https://openalex.org/W4392305388,,article,True,http://dx.doi.org/10.5220/0012487500003636,Chawin Terawong; Dave Cliff,University of Bristol,1,betting exchange commission Betfair sports,sports_betting_market_support,medium,,automated retained set; manual core review required
246,Investing in March Madness: An Examination of The Relationship Between Sports Betting and Portfolio Construction,2023,1,10.5750/jpm.v17i2.2072,https://openalex.org/W4393180100,The Journal of Prediction Markets,article,True,https://www.ubplj.org/index.php/jpm/article/download/2072/1786,Alan Fask; Shaun Bishop; Fred Englander,Fairleigh Dickinson University,2,arbitrage opportunity duration sports betting; matched betting bonus arbitrage sports,sports_betting_market_support,medium,,automated retained set; manual core review required
247,Short and long-term biases in European football pre-game betting markets,2020,1,10.4119/unibi/2945090,https://openalex.org/W3208874000,PUB – Publications at Bielefeld University (Bielefeld University),article,True,https://pub.uni-bielefeld.de/download/2945090/2945192,David Winkelmann; Marius Ötting; Christian Deutscher,,1,arbitrage opportunity duration sports betting,sports_betting_market_support,medium,,automated retained set; manual core review required
248,Assessing Sports Advisory Services: Do They Provide Value for Football Bettors?,2012,1,10.9741/2327-8455.1128,https://openalex.org/W1513267704,UNLV Gaming Research & Review Journal,article,True,https://digitalscholarship.unlv.edu/cgi/viewcontent.cgi?article=1128&context=grrj,Jerry Fox; Karl J. Mayer,"Terry Fox Research Institute; University of Nevada, Las Vegas",1,arbitrage opportunity duration sports betting,sports_betting_market_support,medium,,automated retained set; manual core review required
249,Political Leanings in Web3 Betting: Decoding the Interplay of Political and Profitable Motives,2024,1,10.48550/arxiv.2407.14844,https://openalex.org/W4402856907,arXiv (Cornell University),preprint,True,https://arxiv.org/pdf/2407.14844,Hongzhou Chen; Xiaolin Duan; Abdulmotaleb El Saddik; Wei Cai,,1,decentralized sports betting arbitrage blockchain,prediction_market_other_or_support,low,DUP-06,automated retained set; manual core review required
250,"Towards Sports Betting as a Financial Asset: An Investigative Analysis of Risk, Investment Potential, and Future Perspectives",2025,1,10.36227/techrxiv.175616616.60577597/v1,https://openalex.org/W4413770211,,preprint,True,https://www.techrxiv.org/doi/pdf/10.36227/techrxiv.175616616.60577597,René Manassé Galekwa; Jean Marie Tshimula; Etienne Gael Tajeuna; Kyandoghere Kyamakya,University of Kinshasa; Université de Sherbrooke; Université du Québec en Outaouais,2,sports betting stake allocation optimization; sports betting hedging risk reduction,sports_betting_market_support,medium,,automated retained set; manual core review required
251,On optimal betting strategies with multiple mutually exclusive outcomes,2024,1,10.1111/boer.12474,https://openalex.org/W4402456259,Bulletin of Economic Research,article,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/boer.12474,Karl Whelan,University College Dublin,1,sports betting stake allocation optimization,tangential_betting_or_gambling,low,,automated retained set; manual core review required
252,Platform Gambling and the Redistribution of Wealth in the Land- Based Betting Industry: A Critical Realist Case Study,2021,1,10.13140/rg.2.2.33786.67529,https://openalex.org/W3189079552,University of Salford Institutional Repository (University of Salford),dissertation,True,http://usir.salford.ac.uk/id/eprint/61302/1/JWheaton_ThesisFINAL_Submit2.pdf,Jamie Wheaton,,1,sports betting stake allocation optimization,sports_betting_market_support,medium,,automated retained set; manual core review required
253,Three Applied Economic Studies on Issues Facing African Youth,2017,1,,https://openalex.org/W2745711286,eScholarship (California Digital Library),article,True,https://escholarship.org/uc/item/8vc7d4vw,Sylvan Herskowitz,,1,sports betting stake allocation optimization,sports_betting_market_support,medium,,automated retained set; manual core review required
254,Kelly betting on horse races with uncertainty in probability estimates,2017,1,10.48550/arxiv.1701.02814,https://openalex.org/W2954615360,arXiv (Cornell University),preprint,True,https://arxiv.org/pdf/1701.02814,Michael R. Metel,Université Paris-Sud,1,linear programming sports betting kelly criterion,tangential_betting_or_gambling,low,,automated retained set; manual core review required
255,"Large-scale sports events, sports gambling market and promotion risk management: Theoretical model and case analysis based on option hedging theory",2023,1,10.1371/journal.pone.0286990,https://openalex.org/W4381598932,PLoS ONE,article,True,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0286990&type=printable,Qi-an Chen; Xu Zhao; Guohong Zhang,Chongqing University; Dongbei University of Finance and Economics,1,sports betting hedging risk reduction,tangential_betting_or_gambling,low,,automated retained set; manual core review required
256,Recommendations for sports games to bet on,2018,1,,https://openalex.org/W2967686116,Ghent University Academic Bibliography (Ghent University),article,True,http://hdl.handle.net/1854/LU-8586069,Toon De Pessemier; Bram De Deyn; Kris Vanhecke; Luc Martens,Ghent University Hospital,1,statistical arbitrage sports betting probability,sports_betting_market_support,medium,,automated retained set; manual core review required
257,Modelling football match results and testing the efficiency of the betting market,2012,1,,https://openalex.org/W115985140,Arrow@dit (Dublin Institute of Technology),dissertation,True,https://mural.maynoothuniversity.ie/4469/,Declan Sheridan,,1,horse racing betting market efficiency arbitrage,sports_betting_market_support,medium,,automated retained set; manual core review required
258,Information and Market Efficiency: Evidence From the Major League Baseball Betting Market,2019,1,,https://openalex.org/W3081870277,Digital Access to Scholarship at Harvard (DASH) (Harvard University),dissertation,False,,Matthew Bouchard,,1,baseball betting market efficiency MLB,sports_betting_market_support,medium,,automated retained set; manual core review required
