row_id,title,year,captured_citation_count,doi,openalex_id,venue,type,open_access,open_access_url,authors,institutions,source_query_count,source_queries,audit_classification,directness,duplicate_group,review_status
53,FORECASTING WITH SOCIAL MEDIA: EVIDENCE FROM TWEETS ON SOCCER MATCHES,2017,44,10.1111/ecin.12506,https://openalex.org/W2755163981,Economic Inquiry,article,True,https://discovery.dundee.ac.uk/en/publications/28c43d3f-9684-420d-b5ec-e77accb716dd,Alasdair Brown; Dooruj Rambaccussing; J. James Reade; Giambattista Rossi,"Birkbeck, University of London; University of Dundee; University of East Anglia; University of Reading",6,arbitrage betting cross bookmaker; bookmaker exchange arbitrage Betfair; betting exchange price efficiency Betfair; stale odds sports betting; betting exchange commission Betfair sports; arbitrage opportunity duration sports betting,sports_betting_market_support,medium,,automated retained set; manual core review required
54,"Impact of the “when the fun stops, stop” gambling message on online gambling behaviour: a randomised, online experimental study",2022,43,10.1016/s2468-2667(21)00279-6,https://openalex.org/W4225252316,The Lancet Public Health,article,True,http://www.thelancet.com/article/S2468266721002796/pdf,Philip W S Newall; Leonardo Weiss-Cohen; Henrik Singmann; Lukasz Walasek; Elliot A Ludvig,University of Warwick,1,betting limits stake restrictions bookmaker,gambling_harm_or_marketing,context_only,,automated retained set; manual core review required
55,National Sentiment and Economic Behavior,2011,42,10.1177/1527002511414718,https://openalex.org/W2114182641,Journal of Sports Economics,article,True,https://www.econstor.eu/bitstream/10419/123709/1/Kvasnicka_2013_National%20Sentiment%20and%20Economic%20Behavior.pdf,Sebastian Braun; Michael Kvasnicka,Kiel Institute for the World Economy; RWI – Leibniz Institute for Economic Research,2,negative overround sports betting; football betting market efficiency overround,sports_betting_market_support,medium,,automated retained set; manual core review required
56,EXPECTED VALUES AND VARIANCES IN BOOKMAKER PAYOUTS: A THEORETICAL APPROACH TOWARDS SETTING LIMITS ON ODDS,2015,40,10.5750/jpm.v9i1.987,https://openalex.org/W1843479706,The Journal of Prediction Markets,article,True,http://www.ubplj.org/index.php/jpm/article/download/987/968,Dominic Cortis,University of Malta,1,betting limits stake restrictions bookmaker,sports_betting_market_support,medium,,automated retained set; manual core review required
57,The perceived influence of sports betting marketing techniques on disordered gamblers in treatment,2019,39,10.1080/16184742.2019.1620304,https://openalex.org/W2946236724,European Sport Management Quarterly,article,True,https://diposit.ub.edu/dspace/bitstream/2445/174722/1/701975.pdf,Hibai López-González; Mark D. Griffiths; Susana Jiménez‐Múrcia; Ana Estévez,Instituto de Salud Carlos III; Nottingham Trent University; Universidad de Deusto,1,bookmaker market structure online betting,sports_betting_market_support,medium,,automated retained set; manual core review required
58,Enhancing Media Sport Consumption: Online Gambling in European Football,2015,38,10.1177/1329878x1515500115,https://openalex.org/W2226181435,Media International Australia,article,True,https://repositori.upf.edu/bitstreams/c4392131-c8bf-40d2-88d8-40a23158c853/download,Hibai López-González; Christopher D. Tulloch,,1,betting exchange commission Betfair sports,sports_betting_market_support,medium,,automated retained set; manual core review required
59,Inter‐market Arbitrage in Betting,2012,38,10.1111/ecca.12009,https://openalex.org/W3125514734,Economica,article,False,,Egon Franck; Erwin Verbeek; Stephan Nüesch,University of Zurich,1,anchor_inter_market_arb2,direct_surebet_or_arbitrage,high,DUP-05,candidate for manual core review
60,Clinical Correlates of Sports Betting: A Systematic Review,2023,35,10.1007/s10899-023-10196-0,https://openalex.org/W4362506031,Journal of Gambling Studies,review,True,https://link.springer.com/content/pdf/10.1007/s10899-023-10196-0.pdf,Eduardo Valenciano‐Mendoza; Bernat Mora‐Maltas; Gemma Mestre‐Bach; Lucero Munguía; Jérémie Richard,Bellvitge University Hospital; McGill University; Universidad Internacional De La Rioja,1,dutching sports betting strategy,sports_betting_market_support,medium,,automated retained set; manual core review required
61,Profiting from arbitrage and odds biases of the European football gambling market,2013,35,10.5750/jgbe.v7i2.630,https://openalex.org/W2103941978,The Journal of Gambling Business and Economics,article,False,,Anthony C. Constantinou; Norman Fenton,Queen Mary University of London,2,betting market arbitrage odds; anchor_profiting_arb,direct_surebet_or_arbitrage,high,,candidate for manual core review
62,Big ideas in sports analytics and statistical tools for their investigation,2023,35,10.1002/wics.1612,https://openalex.org/W4376141713,Wiley Interdisciplinary Reviews Computational Statistics,review,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/wics.1612,Benjamin S. Baumer; Gregory J. Matthews; Quang Vinh Nguyễn,Carnegie Mellon University; Loyola University Chicago; Smith College,2,esports betting market efficiency prediction; cross-market equivalent bets normalization sports,sports_betting_market_support,medium,,automated retained set; manual core review required
63,The Gambling Behaviour and Attitudes to Sports Betting of Sports Fans,2022,35,10.1007/s10899-021-10101-7,https://openalex.org/W4210634462,Journal of Gambling Studies,article,True,https://link.springer.com/content/pdf/10.1007/s10899-021-10101-7.pdf,Emma Seal; Buly A. Cardak; Matthew Nicholson; Alex Donaldson; Paul O’Halloran,La Trobe University; MIT University; Monash University Malaysia,2,cross-market equivalent bets normalization sports; sports betting account restriction limitation,sports_betting_market_support,medium,,automated retained set; manual core review required
64,Applying Corporate Political Activity (CPA) analysis to Australian gambling industry submissions against regulation of television sports betting advertising,2018,34,10.1371/journal.pone.0205654,https://openalex.org/W2896966224,PLoS ONE,article,True,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0205654&type=printable,Linda Hancock; Natalie Ralph; Florentine Martino,Australian Research Council; Deakin University,2,betting exchange commission Betfair sports; sports betting account restriction limitation,sports_betting_market_support,medium,,automated retained set; manual core review required
65,Betting Patterns for Sports and Races: A Longitudinal Analysis of Online Wagering in Australia,2013,33,10.1007/s10899-013-9415-4,https://openalex.org/W2029612072,Journal of Gambling Studies,article,True,https://link.springer.com/content/pdf/10.1007/s10899-013-9415-4.pdf,Sally Gainsbury; Alex Russell,Southern Cross University; The University of Sydney,5,sports betting commission fee structure; tennis betting market efficiency; basketball betting market efficiency NBA; bookmaker market structure online betting; sports betting account restriction limitation,sports_betting_market_support,medium,,automated retained set; manual core review required
66,The Benefits of College Athletic Success: An Application of the Propensity Score Design with Instrumental Variables,2012,32,10.3386/w18196,https://openalex.org/W1607319869,National Bureau of Economic Research,report,True,https://doi.org/10.3386/w18196,Michael W. Anderson,National Bureau of Economic Research,1,arbitrage betting cross bookmaker,sports_betting_market_support,medium,,automated retained set; manual core review required
67,How bookies make your money,2015,32,10.1017/s1930297500004630,https://openalex.org/W2198950505,Judgment and Decision Making,article,True,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/1EEEB65B78A80D4C3693FD4D757F2604/S1930297500004630a.pdf/div-class-title-how-bookies-make-your-money-div.pdf,Philip Newall,University of Stirling,2,line movement sports betting arbitrage; football betting market efficiency overround,sports_betting_market_support,medium,,automated retained set; manual core review required
68,The Economic Impacts of Legalized Gambling Activities,1994,31,,https://openalex.org/W1191230208,Illinois Digital Environment for Access to Learning and Scholarship (University of Illinois at Urbana-Champaign),article,True,http://hdl.handle.net/2142/16297,John Warren Kindt,,1,stale odds sports betting,tangential_betting_or_gambling,low,,automated retained set; manual core review required
69,Precision Sports Science: What Is Next for Data Analytics for Athlete Performance and Well-Being Optimization?,2024,31,10.3390/app14083361,https://openalex.org/W4394877592,Applied Sciences,article,True,https://www.mdpi.com/2076-3417/14/8/3361/pdf?version=1713420940,Juliana Exel; Peter Dabnichki,RMIT University; University of Vienna,2,sports betting latency execution risk; robust optimization uncertainty sports betting,tangential_betting_or_gambling,low,,automated retained set; manual core review required
70,A Thematic Analysis of Sports Bettors’ Perceptions of Sports Betting Marketing Strategies in the UK,2020,31,10.1007/s11469-020-00405-x,https://openalex.org/W3093091908,International Journal of Mental Health and Addiction,article,True,https://link.springer.com/content/pdf/10.1007/s11469-020-00405-x.pdf,Elizabeth A. Killick; Mark D. Griffiths,Nottingham Trent University,1,betting limits stake restrictions bookmaker,sports_betting_market_support,medium,,automated retained set; manual core review required
71,Predictors of Sports Gambling among College Students: The Role of the Theory of Planned Behavior and Problem Gambling Severity,2021,31,10.3390/ijerph18041803,https://openalex.org/W3131006161,International Journal of Environmental Research and Public Health,article,True,https://www.mdpi.com/1660-4601/18/4/1803/pdf?version=1613980262,Xin Wang; Doyeon Won; Hyung Sang Jeon,Liaocheng University; Texas A&M University – Corpus Christi; Yong In University,1,sports betting commission fee structure,gambling_harm_or_marketing,context_only,,automated retained set; manual core review required
72,Convergence of gambling and gaming in digital media,2015,31,,https://openalex.org/W2213018232,Acquire (CQUniversity),article,True,http://hdl.cqu.edu.au/10018/1235930,Sally Gainsbury; Daniel L. King; Brett Abarbanel; Paul Delfabbro; Nerilee Hing,,1,currency conversion sports betting costs,tangential_betting_or_gambling,low,,automated retained set; manual core review required
73,Global public health action is needed to counter the commercial gambling industry,2023,29,10.1093/heapro/daad110,https://openalex.org/W4386949107,Health Promotion International,article,True,https://academic.oup.com/heapro/article-pdf/38/5/daad110/51723124/daad110.pdf,Samantha Thomas; Sean Cowlishaw; Joel M Francis; May CI van Schalkwyk; Mike Daube,Curtin University; Deakin University; London School of Hygiene & Tropical Medicine; Monash University; University of the Witwatersrand,1,sports betting settlement risk void rules,gambling_harm_or_marketing,context_only,,automated retained set; manual core review required
74,Gambling-like Features in fan Tokens,2023,28,10.1007/s10899-023-10215-0,https://openalex.org/W4376224208,Journal of Gambling Studies,article,True,https://link.springer.com/content/pdf/10.1007/s10899-023-10215-0.pdf,Hibai López-González; Mark D. Griffiths,Nottingham Trent University; Universitat de Barcelona,1,currency conversion sports betting costs,tangential_betting_or_gambling,low,,automated retained set; manual core review required
75,The Relationship Between In-Play Betting and Gambling Problems in an Australian Context of Prohibited Online In-Play Betting,2020,28,10.3389/fpsyt.2020.574884,https://openalex.org/W3093538463,Frontiers in Psychiatry,article,True,https://www.frontiersin.org/articles/10.3389/fpsyt.2020.574884/pdf,Sally Gainsbury; Brett Abarbanel; Alex Blaszczynski,"University of Nevada, Las Vegas; University of Sydney",1,sports betting account restriction limitation,gambling_harm_or_marketing,context_only,,automated retained set; manual core review required
76,Speculation Sentiment,2022,27,10.1017/s0022109022000291,https://openalex.org/W4223544833,Journal of Financial and Quantitative Analysis,article,True,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/846E44374D60D2760DFE5CE4B291F4EA/S0022109022000291a.pdf/div-class-title-speculation-sentiment-div.pdf,Shaun Davies,Baylor University,1,arbitrage opportunity persistence sports market,tangential_betting_or_gambling,low,,automated retained set; manual core review required
77,The Use of Social Media in Research on Gambling: a Systematic Review,2021,27,10.1007/s40429-021-00364-w,https://openalex.org/W3163202935,Current Addiction Reports,review,True,https://link.springer.com/content/pdf/10.1007/s40429-021-00364-w.pdf,Richard J. E. James; A. Paul Bradley,University of Nottingham; University of Portsmouth,1,esports betting market efficiency prediction,gambling_harm_or_marketing,context_only,,automated retained set; manual core review required
78,The wisdom of crowds: Predicting a weather and climate-related event,2013,27,10.1017/s1930297500005039,https://openalex.org/W166271198,Judgment and Decision Making,article,True,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/DE1DDF101D9FC4F33ECC5B25BA884CB1/S1930297500005039a.pdf/div-class-title-the-wisdom-of-crowds-predicting-a-weather-and-climate-related-event-div.pdf,Karsten Hueffer; Miguel A. Fonseca; Anthony Leiserowitz; Karen Taylor,University of Alaska Fairbanks; University of Exeter; Yale University,1,anchor_wisdom_crowds,tangential_betting_or_gambling,low,,automated retained set; manual core review required
79,Who Bets on Sports? Characteristics of Sports Bettors and the Consequences of Expanding Sports Betting Opportunities,2020,26,10.25115/eea.v30i2.3542,https://openalex.org/W1481705813,Studies of Applied Economics,article,True,https://ojs.ual.es/ojs/index.php/eea/article/download/3542/3554,Brad R. Humphreys; Leví Pérez,European Organisation for Research and Treatment of Cancer; University of Alberta,4,negative overround sports betting; football betting market efficiency overround; basketball betting market efficiency NBA; anchor_efficiency_review,sports_betting_market_support,medium,,automated retained set; manual core review required
80,‘Immediate access … everywhere you go’: a Grounded Theory Study of How Smartphone Betting Can Facilitate Harmful Sports Betting Behaviours Amongst Young Adults,2022,26,10.1007/s11469-022-00933-8,https://openalex.org/W4304098268,International Journal of Mental Health and Addiction,article,True,https://link.springer.com/content/pdf/10.1007/s11469-022-00933-8.pdf,Nerilee Hing; Hannah Thorne; Alex Russell; Philip Newall; Lisa Lole,Indigenous Wellbeing Centre; University of Bristol,1,stale odds sports betting,sports_betting_market_support,medium,,automated retained set; manual core review required
81,Cryptocurrencies as Gamblified Financial Assets and Cryptocasinos: Novel Risks for a Public Health Approach to Gambling,2023,26,10.3390/risks11030049,https://openalex.org/W4321597734,Risks,article,True,https://www.mdpi.com/2227-9091/11/3/49/pdf?version=1677205410,Maira Andrade; Philip Newall,University of Bristol; University of East London,1,asset pricing sports betting risk premium,gambling_harm_or_marketing,context_only,,automated retained set; manual core review required
82,Sports Betting Advertising: A Systematic Review of Content Analysis Studies,2022,26,10.1007/s11469-022-00775-4,https://openalex.org/W4213413774,International Journal of Mental Health and Addiction,review,True,https://link.springer.com/content/pdf/10.1007/s11469-022-00775-4.pdf,Elizabeth A. Killick; Mark D. Griffiths,Nottingham Trent University,1,sports betting account restriction limitation,sports_betting_market_support,medium,,automated retained set; manual core review required
83,Request-a-bet sports betting products indicate patterns of bettor preference and bookmaker profits,2020,24,10.1556/2006.2020.00054,https://openalex.org/W3083863502,Journal of Behavioral Addictions,article,True,https://akjournals.com/downloadpdf/journals/2006/10/3/article-p381.pdf,Philip Newall; Lukasz Walasek; Rebecca Vázquez Kiesel; Elliot A. Ludvig; Caroline Meyer,Technical University of Munich; University of Warwick,8,sports betting arbitrage; arbitrage betting cross bookmaker; inter-market arbitrage sports betting; sports betting market efficiency arbitrage; arbitrage opportunity persistence sports market; statistical arbitrage sports betting probability; sports betting account restriction limitation; anchor_inter_market_arb,sports_betting_market_support,medium,,automated retained set; manual core review required
84,Qualitative Research in Gambling,2013,24,10.4324/9780203718872,https://openalex.org/W2949561966,,book,True,https://doi.org/10.4324/9780203718872,"Cassidy, Rebecca; Pisac, Andrea; Loussouarn, Claire",,2,stale odds sports betting; matched betting bonus arbitrage sports,gambling_harm_or_marketing,context_only,,automated retained set; manual core review required
85,"Erving Goffman, Fateful Action, and the Las Vegas Gambling Scene",2016,24,10.9741/2327-8455.1342,https://openalex.org/W2394527465,UNLV Gaming Research & Review Journal,article,True,https://digitalscholarship.unlv.edu/cgi/viewcontent.cgi?article=1342&context=grrj,Dmitri N. Shalin,Center for the Study of Democracy,1,sports betting settlement risk void rules,tangential_betting_or_gambling,low,,automated retained set; manual core review required
86,How rational is gambling?,2021,23,10.1111/joes.12473,https://openalex.org/W3205065319,Journal of Economic Surveys,article,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/joes.12473,Robin Maximilian Stetzka; Stefan Winter,Ruhr University Bochum,1,European football gambling arbitrage soccer,tangential_betting_or_gambling,low,,automated retained set; manual core review required
87,Forecasting outcomes in tennis matches using within-match betting markets,2009,23,10.1016/j.ijforecast.2009.10.004,https://openalex.org/W2012623476,International Journal of Forecasting,article,False,,Stephen Easton; Katherine Uylangco,University of Newcastle Australia,1,tennis betting market efficiency,sports_betting_market_support,medium,,automated retained set; manual core review required
88,Forecasting football matches by predicting match statistics,2021,22,10.3233/jsa-200462,https://openalex.org/W3156430274,DOAJ (DOAJ: Directory of Open Access Journals),article,True,https://doaj.org/article/0f19d942d98245e3aa78071d143f80a2,Edward Wheatcroft,London School of Economics and Political Science,5,negative overround sports betting; overround bookmaker margin sports betting; football betting market efficiency overround; football betting market efficiency overround; European football gambling arbitrage soccer,tangential_betting_or_gambling,low,,automated retained set; manual core review required
89,Sentiment Bias in National Basketball Association Betting,2016,22,10.1177/1527002516656726,https://openalex.org/W2472731915,Journal of Sports Economics,article,True,https://findresearcher.sdu.dk:8443/ws/files/153177361/Sentiment_bias_in_national_basketball_association_betting.pdf,Arne Feddersen; Brad R. Humphreys; Brian P. Soebbing,Temple University; University of Southern Denmark; West Virginia University,2,sports betting hedging risk reduction; basketball betting market efficiency NBA,sports_betting_market_support,medium,,automated retained set; manual core review required
90,Information Processing Constraints and Asset Mispricing,2013,21,10.1111/ecoj.12057,https://openalex.org/W2141742830,The Economic Journal,article,True,https://academic.oup.com/ej/article-pdf/124/575/245/26416776/ej0245.pdf,Alasdair Brown,University of East Anglia,4,bookmaker exchange arbitrage Betfair; betting exchange price efficiency Betfair; arbitrage opportunity duration sports betting; bookmaker pricing model information asymmetry,sports_betting_market_support,medium,,automated retained set; manual core review required
91,How Do Markets Function? An Empirical Analysis of Gambling on the National Football League,2003,21,10.3386/w9422,https://openalex.org/W2126287642,National Bureau of Economic Research,article,True,https://doi.org/10.3386/w9422,Steven D. Levitt,National Bureau of Economic Research,1,online bookmaker price dispersion odds,sports_betting_market_support,medium,,automated retained set; manual core review required
92,"Prediction Markets, Social Media and Information Efficiency",2016,21,10.1111/kykl.12119,https://openalex.org/W2508319705,Kyklos,article,False,,Leighton Vaughan Williams; J. James Reade,Nottingham Trent University; University of Reading,1,betting exchange price efficiency Betfair,sports_betting_market_support,medium,,automated retained set; manual core review required
93,Are Former Professional Athletes and Native Better Coaches? Evidence From Spanish Basketball,2015,21,10.1177/1527002515595266,https://openalex.org/W1866557897,Journal of Sports Economics,article,True,https://ruidera.uclm.es/bitstreams/d90e399d-2e00-468f-8510-77748a792040/download,Julio del Corral; Andrés Maroto; Andrés Gallardo,Universidad Autónoma de Madrid; University of Castilla-La Mancha,2,basketball betting market efficiency NBA; baseball betting market efficiency MLB,tangential_betting_or_gambling,low,,automated retained set; manual core review required
94,"Information, prices and efficiency in an online betting market",2019,21,10.1016/j.frl.2019.09.006,https://openalex.org/W2942492298,Finance research letters,article,False,,Guy Elaad; J. James Reade; Carl Singleton,Ariel University; University of Reading,1,anchor_info_prices,sports_betting_market_support,medium,,automated retained set; manual core review required
95,Facing temptation: The neural correlates of gambling availability during sports picture exposure,2018,20,10.3758/s13415-018-0599-z,https://openalex.org/W2800022955,Cognitive Affective & Behavioral Neuroscience,article,True,https://link.springer.com/content/pdf/10.3758/s13415-018-0599-z.pdf,Damien Brevers; Sarah Herremans; Qinghua He; Marie–Anne Vanderhasselt; Mathieu Petieau,Ghent University Hospital; Southwest University; Université Libre de Bruxelles,1,robust optimization uncertainty sports betting,tangential_betting_or_gambling,low,,automated retained set; manual core review required
96,Designing Improved Safer Gambling Messages for Race and Sports Betting: What can be Learned from Other Gambling Formats and the Broader Public Health Literature?,2023,20,10.1007/s10899-023-10203-4,https://openalex.org/W4360813645,Journal of Gambling Studies,review,True,https://link.springer.com/content/pdf/10.1007/s10899-023-10203-4.pdf,Philip Newall; Matthew Rockloff; Nerilee Hing; Hannah Thorne; Alex Russell,Central Queensland University; University of Bristol,1,sports betting hedging risk reduction,sports_betting_market_support,medium,,automated retained set; manual core review required
97,Event-Related Exchange-Rate Forecasts Combining Information from Betting Quotes and Option Prices,2018,20,10.1017/s002210901800042x,https://openalex.org/W3125225411,Journal of Financial and Quantitative Analysis,article,True,https://curis.ku.dk/ws/files/192452775/Poulsenetc.pdf,Michael Hanke; Rolf Poulsen; Alex Weissensteiner,University of Copenhagen,1,asset pricing sports betting risk premium,tangential_betting_or_gambling,low,,automated retained set; manual core review required
98,Are Sports Betting Markets Semi-Strong Efficient? Evidence From the COVID-19 Pandemic,2021,19,10.32731/ijsf/163.082021.01,https://openalex.org/W3198221774,International Journal of Sport Finance,article,False,,Pascal Flurin Meier; Raphael Flepp; Egon Franck,University of Zurich,16,sports betting arbitrage; inter-market arbitrage sports betting; bookmaker exchange arbitrage Betfair; negative overround sports betting; sports betting market efficiency arbitrage; betting exchange price efficiency Betfair; overround bookmaker margin sports betting; weak semi strong efficiency sports betting; arbitrage opportunity persistence sports market; statistical arbitrage sports betting probability; football betting market efficiency overround; basketball betting market efficiency NBA; bookmaker market structure online betting; anchor_inter_market_arb; anchor_arb_winning; anchor_weak_form,sports_betting_market_support,medium,,automated retained set; manual core review required
99,Measures Affecting the Cross-Border Supply of Gambling and Betting Services (DS 285),2008,19,10.1017/s1474745608003674,https://openalex.org/W2106255612,World Trade Review,article,True,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/FCEB489983652B6C77044FE6F932D3E2/S1474745608003674a.pdf/div-class-title-measures-affecting-the-cross-border-supply-of-gambling-and-betting-services-ds-285-div.pdf,Douglas A. Irwin; Joseph H. H. Weiler,Dartmouth College,1,weak semi strong efficiency sports betting,tangential_betting_or_gambling,low,,automated retained set; manual core review required
100,Asset Pricing and Sports Betting,2015,18,10.2139/ssrn.2635517,https://openalex.org/W978670271,SSRN Electronic Journal,article,True,https://doi.org/10.2139/ssrn.2635517,Tobias J. Moskowitz,Yale University,2,sports betting arbitrage; anchor_asset_pricing,sports_betting_market_support,medium,DUP-02,automated retained set; manual core review required
101,Brand community and sports betting in Australia,2014,18,,https://openalex.org/W2923281237,QUT ePrints (Queensland University of Technology),article,True,https://responsiblegambling.vic.gov.au/resources/publications/?q=&tags=sports-betting&published_year_from=2009&published_year_to=2018,Ross Gordon; Michael Chapman,University of Wollongong,2,betting limits stake restrictions bookmaker; sports betting account restriction limitation,sports_betting_market_support,medium,,automated retained set; manual core review required
102,A machine learning perspective on responsible gambling,2019,18,10.1017/bpp.2019.9,https://openalex.org/W2901645541,Behavioural Public Policy,article,True,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/2C29A4F7A64918BFABEA1E147C3FB202/S2398063X19000095a.pdf/div-class-title-a-machine-learning-perspective-on-responsible-gambling-div.pdf,Arman Hassanniakalager; Philip Newall,University of Bath; University of Warwick,1,European football gambling arbitrage soccer,sports_betting_market_support,medium,DUP-01,automated retained set; manual core review required
103,REVISITING THE “HOT HAND” HYPOTHESIS IN THE NBA BETTING MARKET USING ACTUAL SPORTSBOOK BETTING PERCENTAGES ON FAVORITES AND UNDERDOGS,2013,18,10.5750/jgbe.v5i2.569,https://openalex.org/W2096488426,The Journal of Gambling Business and Economics,article,False,,Rodney J. Paul; Andrew P. Weinbach; Brad R. Humphreys,Coastal Carolina University; St. Bonaventure University,1,basketball betting market efficiency NBA,sports_betting_market_support,medium,,automated retained set; manual core review required
104,"Game, set and match: the favourite-long shot bias in tennis betting exchanges",2015,17,10.1080/13504851.2015.1093074,https://openalex.org/W2182042426,Applied Economics Letters,article,True,https://academica-e.unavarra.es/bitstreams/572e426c-6b57-4567-a80d-f3bcc6d63c5e/download,Isabel Abínzano; Luis Muga; Rafael Santamaría Aquilué,Universidad Publica de Navarra,9,bookmaker arbitrage odds dispersion; inter-market arbitrage sports betting; bookmaker exchange arbitrage Betfair; online bookmaker price dispersion odds; betting exchange price efficiency Betfair; statistical arbitrage sports betting probability; tennis betting market efficiency; horse racing betting market efficiency arbitrage; sports betting market microstructure,sports_betting_market_support,medium,,automated retained set; manual core review required
105,Betting the Bank: How Derivatives Trading Under Conditions of Uncertainty Can Increase Risks and Erode Returns In Financial Markets,1995,17,,https://openalex.org/W1639868445,,article,True,https://scholarship.law.cornell.edu/cgi/viewcontent.cgi?article=1836&context=facpub,Lynn A. Stout,,1,back lay arbitrage betting exchange,tangential_betting_or_gambling,low,,automated retained set; manual core review required
106,Evaluating strange forecasts: The curious case of football match scorelines,2020,17,10.1111/sjpe.12264,https://openalex.org/W2984375537,Scottish Journal of Political Economy,article,True,https://ueaeprints.uea.ac.uk/id/eprint/77904/1/strange_forecasts_rsb.pdf,J. James Reade; Carl Singleton; Alasdair Brown,University of East Anglia; University of Reading,2,overround bookmaker margin sports betting; football betting market efficiency overround,sports_betting_market_support,medium,,automated retained set; manual core review required
107,Gambling and Risk Behaviour: A Literature Review,2009,17,10.11575/prism/9880,https://openalex.org/W2277520932,PRISM (University of Calgary),review,True,https://doi.org/10.11575/prism/9880,Erin Gibbs Van Brunschot,,1,sports betting hedging risk reduction,tangential_betting_or_gambling,low,,automated retained set; manual core review required
108,Measuring the Extent of Inside Trading in Horse Betting Markets,2009,17,,https://openalex.org/W3124682344,Econstor (Econstor),preprint,True,https://www.econstor.eu/bitstream/10419/96049/1/59998810X.pdf,Adi Schnytzer; Martien Lamers; Vasiliki Makropoulou,Athens University of Economics and Business; Bar-Ilan University; Ghent University,2,horse racing betting market efficiency arbitrage; anchor_arb_winning,sports_betting_market_support,medium,,automated retained set; manual core review required
109,"Competing Approaches to Forecasting Elections: Economic Models, Opinion Polling and Prediction Markets",2006,16,10.3386/w12053,https://openalex.org/W2891461786,National Bureau of Economic Research,report,True,https://doi.org/10.3386/w12053,Andrew Leigh; Justin Wolfers,Australian National University,2,bookmaker exchange arbitrage Betfair; line movement sports betting arbitrage,sports_betting_market_support,medium,,automated retained set; manual core review required
110,Young People’s Perceptions of the Effects and Value of Sports Betting Inducements,2023,16,10.1007/s11469-023-01173-0,https://openalex.org/W4387451827,International Journal of Mental Health and Addiction,article,True,https://link.springer.com/content/pdf/10.1007/s11469-023-01173-0.pdf,Gianluca Di Censo; Paul Delfabbro; Daniel L. King,Flinders University; The University of Adelaide,1,dutching sports betting strategy,sports_betting_market_support,medium,,automated retained set; manual core review required
111,Tennis betting: can statistics beat bookmakers?,2017,16,10.1285/i20705948v10n3p790,https://openalex.org/W2769738437,Research Padua  Archive (University of Padua),article,True,http://siba-ese.unisalento.it/index.php/ejasa/article/download/16516/15608,Francesco Lisi,,4,negative overround sports betting; overround bookmaker margin sports betting; football betting market efficiency overround; tennis betting market efficiency,sports_betting_market_support,medium,,automated retained set; manual core review required
112,Do market participants misprice lottery-type assets? Evidence from the European soccer betting market,2019,16,10.1016/j.qref.2019.05.016,https://openalex.org/W3122105983,The Quarterly Review of Economics and Finance,article,False,,Maximilian Franke,Helmholtz-Institute Ulm,1,tennis betting market efficiency,sports_betting_market_support,medium,,automated retained set; manual core review required
113,Assessing the bets advertised on Twitter by gambling operators and gambling affiliates – an observational study incorporating simulation data to measure bet success,2022,15,10.1080/14459795.2022.2114527,https://openalex.org/W4294316509,International Gambling Studies,article,True,https://www.tandfonline.com/doi/pdf/10.1080/14459795.2022.2114527?needAccess=true,Scott Houghton; Mark Moss,Northumbria University,1,negative overround sports betting,direct_surebet_or_arbitrage,high,,candidate for manual core review
114,Using Machine Learning and Candlestick Patterns to Predict the Outcomes of American Football Games,2020,15,10.3390/app10134484,https://openalex.org/W3038704781,Applied Sciences,article,True,https://www.mdpi.com/2076-3417/10/13/4484/pdf?version=1593689745,Yu-Chia Hsu,National Taiwan University of Sport,1,European football gambling arbitrage soccer,sports_betting_market_support,medium,,automated retained set; manual core review required
115,"Towards an Understanding of the Origins of the Favourite–Longshot Bias: Evidence from Online Poker Markets, a Real‐money Natural Laboratory",2016,15,10.1111/ecca.12200,https://openalex.org/W2288172730,Economica,article,False,,Leighton Vaughan Williams; Ming‐Chien Sung; Peter Fraser‐Mackenzie; John Peirson; J.E.V. Johnson,Nottingham Trent University; University of Kent; University of Southampton,2,horse racing betting market efficiency arbitrage; sports betting market liquidity informed traders,sports_betting_market_support,medium,,automated retained set; manual core review required
116,"Are Sports Bettors Biased toward Longshots, Favorites, or Both? A Literature Review",2021,14,10.3390/risks9010022,https://openalex.org/W3120981661,Risks,review,True,https://www.mdpi.com/2227-9091/9/1/22/pdf?version=1610444909,Philip Newall; Dominic Cortis,Central Queensland University; University of Malta,4,statistical arbitrage sports betting probability; horse racing betting market efficiency arbitrage; sports betting market liquidity informed traders; anchor_shin,sports_betting_market_support,medium,,automated retained set; manual core review required
117,The negative consequences of sports betting opportunities on human capital formation: Evidence from Spain,2021,14,10.1371/journal.pone.0258857,https://openalex.org/W3208643894,PLoS ONE,article,True,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0258857&type=printable,Mar Espadafor; Sergi Martínez,European University Institute,1,sports betting account restriction limitation,sports_betting_market_support,medium,,automated retained set; manual core review required
